COMPANY_ID,AVG_USD_AMT_ALL_MAKE,AVG_NET_REVENUE_USD_AMT_ALL_MAKE,FREQ_ACTIVE_MAKE,PAYTYPE_COUNT_ALL_MAKE,SUPPLIER_PAYMENT_PERCENT_MAKE,RENT_PAYMENT_PERCENT_MAKE,PAYROLL_PAYMENT_PERCENT_MAKE,MONTHS_SINCE_FIRST_PAYMENT_ALL_MAKE,MONTHS_SINCE_LAST_PAYMENT_ALL_MAKE,RSD_PERCENTAGE_MAKE,USE_COLLECT,ENTITY_NAME,CU_COMPANY_L2_INDUSTRY_NUMERIC,Combined_Cluster
2243,9768.913105600000,27.691342745000,0.500000,1,1.000000,0.000000,0.000000,28,25,0.6891436133375245,0,FAMILY PODIATRY CENTRE PTE. LTD.,1,lapsed_2
2562,32609.959279744898,146.417373663673,1.960000,3,0.653061,0.163265,0.183673,25,1,0.39807213727894414,0,CUTIS MEDICAL LASER CLINICS PTE. LTD.,1,active_0
1003,5513.005180817138,13.847479985795,4.796610,3,0.950530,0.000000,0.000000,58,0,0.23256232170213656,0,FONDACO PTE LTD,1,active_0
4186,10893.299250625000,49.909746026250,2.285714,4,0.125000,0.375000,0.437500,6,0,0.5569692405494301,0,JUST KIDS DENTAL CLINIC PTE. LTD.,1,active_0
2128,4668.516938250000,-9.090235110000,0.060606,2,0.500000,0.000000,0.500000,32,0,0.6891436133375245,0,TEETH. Q DENTAL SURGEONS PTE. LTD.,1,active_3
4000,17124.521410150000,68.117204045000,2.250000,2,0.666667,0.333333,0.000000,7,0,0.5030423166872485,0,MIZU MEDICAL HOLDINGS PTE. LTD.,1,active_0
4414,3365.099320000000,-42.525325920000,1.000000,1,1.000000,0.000000,0.000000,4,4,0.6891436133375245,0,,1,active_1
4626,3818.274714155000,4.169149600000,2.000000,2,0.000000,0.500000,0.000000,1,1,0.6891436133375245,0,CHIROPRACTIC HEALTH AND WELLNESS CLINIC PTE. LTD.,1,active_3
4514,5542.737525430000,16.188618390000,3.666667,3,0.636364,0.272727,0.000000,2,0,0.7843022320611146,0,EUCI AESTHETICS PTE. LTD.,1,active_3
4712,4756.711060166154,5.629497330769,13.000000,1,1.000000,0.000000,0.000000,0,0,0.6891436133375245,0,AGELESS WELLNESS PTE. LTD.,1,active_3
2356,10418.355260531293,43.628006943362,4.000000,3,0.620690,0.250000,0.129310,29,1,0.45286806351690656,0,QI XIN ENTERPRISE PTE. LTD.,4,active_0
4018,2698.332742464118,26.958019110000,2.125000,2,0.529412,0.470588,0.000000,8,1,0.45124843485137295,0,SOMA CLINIC PTE. LTD.,1,active_0
3494,329.425568355714,1.515570964286,1.750000,1,1.000000,0.000000,0.000000,13,10,2.1168046705017542,0,NEWRORAD PTE. LTD.,1,active_1
3768,1035.486474715000,4.561602712857,14.000000,2,0.964286,0.000000,0.000000,10,9,0.6891436133375245,0,MARTIN MEDICAL CENTRE LLP,1,active_1
2779,1965.429805423249,6.643501462258,18.869565,2,0.949309,0.050691,0.000000,22,0,0.4147320623288181,0,ORIENTAL REMEDIES EAST COAST PRIVATE LIMITED,0,active_2
4244,4254.028146983604,14.349963418108,18.500000,6,0.810811,0.054054,0.072072,5,0,0.3610594329376658,0,MENDIS AESTHETICS PTE. LTD.,1,active_2
2752,2159.767607325263,13.467450352632,1.187500,1,1.000000,0.000000,0.000000,20,5,1.0633544240315125,0,WISTECH CONSULTING PTE. LTD.,1,active_1
3740,12888.058124605714,57.619349165714,1.000000,2,0.000000,0.000000,0.000000,10,4,0.5466719725462573,0,ONG XH CLINIC FOR WOMEN PTE. LTD.,1,active_1
1858,6443.674271675882,33.309403211765,0.447368,3,0.529412,0.000000,0.000000,37,0,1.352245359991293,0,ATMOS MEDICAL SINGAPORE PTE. LTD.,1,active_3
4149,10511.668810645424,20.833760433051,8.428571,4,0.576271,0.118644,0.271186,6,0,0.4536065629764506,0,G CHEE EAR NOSE THROAT SINUS & DIZZINESS CENTRE,1,active_2
